250,230,23.17060661,31.6295433,123.7172928,595.2036743,988.3483887,765.746582,200.6026611,22.45933914,7.336092472,4.999335766,5.269024372,3.35042572,3.948860168,3.559789658,2.999783993,2.397828817,2.722645521,2.129544258,2.893346786,2.008224964,3.662230492,2.781508207,3.152207851,2.536358356,1.313791871,1.355936885,1.15233171,1.875859141,2.359441757,1.269654274,0.855167687,1.026667953,1.372079015,1.384087443,1.106578708,0.624108613,0.996948242,0.793425381,0.883522809,0.711084962,0.135722622,0.689978182,1.095363021,0.512724102,0.917886674,1.757767439,4.705602169,7.939537048,11.91598892,8.457611084,6.662112713,21.80935287,91.5980072,272.0228882,414.7278442,317.3899231,276.5188599,130.7055359,51.98601913,8.852376938,2.197376251,2.517481565,2.613205433,2.722909212,2.522566557
251,235,26.31911659,39.18067551,90.12128448,401.1123657,983.3443604,862.854126,290.6590576,39.90873337,5.88651228,6.415400982,3.548417091,3.98747468,4.188794613,1.87951076,2.586275578,1.431158423,3.591187477,3.01330018,4.097499371,1.990800261,3.155322552,2.907356977,2.526596785,1.458742976,2.815755129,1.642489791,0.926850319,1.535101771,0.633081734,1.464316726,0,1.247820854,0.893652082,1.71877718,0.615559161,0.41243127,0.923820794,0.752981007,0.849699915,0.235164866,0.3814511,0.695002437,0.635698199,0.715843558,0.365905404,2.247624874,4.78036499,8.863659859,12.16693783,9.850193024,5.601158142,12.0315752,57.62191391,224.1044617,355.118866,393.4715271,298.0235596,185.3180542,87.46589661,16.71788788,3.131047726,1.959128022,2.547663689,1.801076412,2.245581865
252,240,28.62317657,44.54371262,69.97875977,345.9453125,887.8015137,991.758728,448.2893677,77.82883453,10.75878525,6.100883007,4.330786228,4.91642046,3.52629137,3.055565119,2.366606951,1.666797638,1.073486209,2.358078003,2.588303328,2.163183451,2.626787424,1.045120716,1.413337708,1.877840281,1.21504283,1.348295927,1.343762994,1.381767035,1.206908107,0.448302925,1.347123861,0.479552686,1.535778761,1.101911187,0.873077393,1.813087106,0.539233327,0.44573912,0.359801263,0.697645903,0.483754695,0.912294865,0.973668098,0.349826813,0.66209656,1.660049558,3.823758602,8.088892937,15.2796936,9.173618317,8.026231766,6.847218513,36.9976387,130.9728546,312.7446899,376.203125,280.3634644,258.8500366,154.5146637,32.78461456,6.103699207,2.37711525,1.600494981,2.317453623,1.952555537
253,245,23.14116669,48.75174332,51.5901947,262.0305481,748.7283936,1061.022705,578.026062,102.8881454,11.2834816,5.819819927,5.253575325,4.856273651,4.206390858,1.435923338,2.662297726,3.877474308,2.77775979,3.202906132,2.272423267,3.803385019,3.860399485,1.021796465,3.425365686,2.215694427,1.604282141,1.257125974,1.416496038,1.132155895,0.941746712,0.960479558,1.04336071,0.913783252,1.505889773,0.8188532,0.592977226,1.161055207,1.020064712,0.913654208,0.553138673,0.326229394,0.12615563,1.027424574,0.489615619,0.67634666,0.862771809,1.488563538,3.024354696,7.993812561,12.52651501,16.96630669,8.75007534,5.53710556,21.08070564,120.962471,264.3050842,361.1800842,317.2385254,309.4494934,228.2031555,67.88523865,8.836257935,1.953805447,2.561266184,2.580921412,1.851194143
254,250,24.37014771,48.8036232,51.08999634,180.4673309,548.564209,1124.52356,730.336853,188.2650757,12.8504076,6.524775505,5.681988239,5.338631153,3.607413292,3.22554493,3.65267992,2.760766506,1.999384522,3.210382938,2.308385372,2.26376462,1.374644756,0.977064967,3.252396584,1.780608296,1.242446661,1.5752635,1.855765939,2.126089334,2.135164976,1.605293274,1.499923706,1.335244656,1.985137701,1.15687418,0.937605143,0.957580447,0.515470743,0.856917739,0.459200591,0.380371302,0.385201931,0.737283945,0.565409899,0.675123751,0.903662026,0.662031174,2.579864025,6.777728081,13.45822525,17.14877892,13.94613457,6.641750336,11.750947,75.92340088,195.8773651,305.6812439,340.4428406,365.563446,297.9386292,116.6090088,13.75870132,3.1991961,2.913165331,2.991422176,2.269940138
255,255,20.68104744,57.43466187,55.3044281,121.4587326,531.5220337,1111.479126,854.765564,249.4813995,17.38290215,7.738996029,6.05629158,4.739778519,3.325772047,3.337369919,2.353876352,2.526436329,1.921696067,4.076762676,1.334405184,1.342225552,3.223880529,2.398988724,2.807233334,2.661057949,0,1.154659271,1.024140716,2.038352489,1.754595637,0.793689311,2.459092379,0.721081436,1.377617478,0.375687808,1.191336751,0.711283684,0.878868878,0.875899732,0.328139961,0.433984846,0.46371454,0.360141724,0.565878153,0.437938273,0.903643608,0.652574599,1.715219259,6.363688469,15.28804874,20.84918594,15.98447418,7.694728851,10.31960583,30.49996758,119.3820419,261.9775085,329.1628418,372.8490601,365.7663879,157.2773895,30.92037582,5.004899025,2.778242826,2.170362234,2.806915045
256,260,17.93612099,55.01689911,58.29239655,77.86778259,430.0193176,1091.067871,999.0317993,357.3987122,31.33126259,5.225564003,4.310462952,4.500590324,3.345513821,2.816633701,3.248674154,3.001746416,2.861420155,1.85853982,3.991072893,2.272687912,3.229767799,3.269756794,1.781245828,1.747131944,1.483008265,2.054922581,1.00950253,0,1.131772041,1.539274812,1.213402867,2.069655657,1.788545966,1.31569767,0.647018552,1.042010427,1.166545749,0.559435725,0.565656126,0.621165633,0.590081692,0.701534808,0.793052137,0.952712476,0.498118043,0.535150647,1.450316429,5.317969799,15.28172112,19.50119972,19.76934624,12.53079128,7.54205513,25.27303886,93.12085724,221.5717468,291.6940002,405.0362854,411.2791748,213.5072327,52.06282043,7.837749481,2.979516506,2.515779734,1.560225248
257,265,21.07020569,63.36232758,68.92346954,55.699646,302.8704529,1045.811279,1145.641846,488.5486145,45.34518051,9.251075745,5.276469231,4.631430149,3.411203861,2.98016715,3.773363829,4.576086521,2.771512747,2.459208488,2.506949902,2.596816778,3.998351812,0.929939091,2.309122562,1.683556437,1.929519296,1.197685003,0.749743521,1.037977934,1.176426411,1.755272508,0.741878092,1.515472293,0.761090756,0.365310222,1.282252431,0.887845337,0.660161793,0.990142465,0.336727977,0.521250129,0.226870924,0.701490045,0.560355604,0.830262721,0.755197048,0.821777463,1.179738283,4.151479721,13.14093208,18.66525841,16.20448875,13.15792751,8.137357712,10.64311028,51.78321838,156.9953003,263.0294495,401.5349426,462.5594177,252.5427094,86.83242035,17.75555038,3.901313782,2.343068123,1.353278995
258,270,11.8129282,66.76599121,75.11295319,53.56777573,232.9844971,967.6702271,1248.533325,624.0454712,82.23672485,6.869451523,4.918109417,3.719802618,2.895555496,3.086659193,2.041434288,2.957150459,2.432025194,2.281775951,2.404803514,3.281210661,3.056419611,2.746890545,1.771393418,1.621929884,1.469854712,0.863308489,2.097086906,1.52192831,1.402917862,0.255236745,0.913961947,0,1.948754787,1.284362674,0.550935209,0.84048903,0.467373192,0.558787763,0.326346517,0.290971398,0.562486529,0.710916579,0.342182726,0.300592721,1.106868744,0.949548006,1.056027651,2.514600754,9.013541222,20.83607101,25.54006767,20.73395157,10.35589218,8.033870697,30.69450378,108.593605,212.2882843,388.683136,491.3821716,324.7505798,124.1754837,38.65915298,7.784938812,2.892144918,2.602427006
259,275,14.27823162,62.45072937,87.78461456,55.67432785,154.8479614,853.2644653,1329.615356,772.4109497,111.2634811,15.62267303,5.525554657,4.860291004,4.459609032,2.807547808,3.062865019,3.037213087,2.582105875,2.443434477,3.760158062,3.157317162,4.370098591,1.810380459,2.983966112,0.85792315,1.172588706,2.438755035,1.219092131,1.023896813,0.811651588,1.583379507,0.928400278,1.425488949,0.912368119,1.318246841,1.163422227,0.86442703,0.850227654,0.260762036,0.413510084,0.197497755,0.228620336,0.259380907,0.545295358,0.536744475,0.647990286,0.63203311,0.595479727,2.316574812,8.484199524,20.027174,29.51839066,23.10425186,14.49757099,8.004825592,16.41334915,68.94458771,163.0320587,341.7741394,494.2480164,266.2335205,143.4499817,69.00900269,14.54588604,3.311500311,3.178333521
260,280,13.92924595,59.65397263,99.22719574,62.3366127,105.5381546,787.5408325,1331.837036,878.4695435,186.8150177,17.50005722,5.41302681,4.988512993,4.145174026,3.811193466,3.35058713,2.066595078,2.855391979,2.295374155,2.49641037,4.938075066,2.690920353,3.402095795,3.08992672,0.815501273,1.082577944,2.192456245,0.729575634,1.042410016,1.592138886,0.736495733,1.156671643,1.265105963,2.086861849,1.904604673,1.752971649,0.336858153,1.079671144,0.634327769,1.012610555,0.515003979,0.57546258,0.6857602,0.962730348,0.801117897,0.58504343,0.588819146,1.16904819,1.81949544,7.396461964,16.89850235,26.10588074,26.609478,19.77729988,10.06276226,10.8208828,39.00696945,128.5341339,337.3283691,483.7415161,400.0104675,175.5012207,77.1687851,27.96351624,4.262279034,3.417002678
261,285,10.18265247,50.74928665,108.412323,64.95669556,75.1425705,652.7507935,1285.986572,1002.165283,262.1671448,28.40225029,6.282494068,4.549408436,4.397330284,2.360731125,2.581198454,3.12802887,3.314311504,3.76013732,2.551744938,4.475767612,2.223856688,3.510355711,2.514359951,1.17162025,2.089170218,0.869625926,1.601783633,1.710174203,0.560422719,1.929445267,1.549044013,0.813572526,1.061666727,1.188458085,1.000042319,0.952704072,0.6376881,0.787582278,0.397706658,0.665861368,0.738534331,1.058570266,0.227724657,0.481888861,0.726240993,0.306040049,0.665569603,1.493715882,5.219584465,14.28850746,26.48313332,32.38145828,24.51052856,13.074543,8.635102272,20.67663956,81.16107178,267.0675354,415.7757568,391.5184021,218.5670776,145.2889099,37.07956696,8.613032341,2.504121542
262,290,7.507428169,44.62041855,106.1523285,92.02942657,68.97601318,491.7744446,1141.188965,1119.39209,406.7790222,47.69085312,6.043973923,5.781078339,3.373883009,3.359389305,3.337113857,4.39774704,1.962230325,1.804024696,4.070837498,3.189791203,2.056400061,1.728119969,2.91628933,2.556115866,0,2.445518494,0.924744964,1.230022311,0.518460691,0.96409452,1.112098813,1.186917305,1.952347159,1.340265751,0.330958486,0.47966975,0.599435389,0.913206875,0.29595533,0.282829791,0.460437506,0.347531736,0.529484332,1.05658555,0.221389025,0.503073216,0.565953434,1.220803261,4.464239597,10.61842155,25.75528717,30.02245331,29.58486176,21.96152306,9.376696587,13.18922615,49.59368896,140.0308685,409.4773254,370.3468933,253.638504,208.4307404,97.93668365,24.45518494,5.550972462
